TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ANO_CONCLUIU,TP_ESCOLA,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
Entre 41 e 45 anos,M,Preta,Brasileiro(a),Antes de 2007,Não Respondeu,4115200,41,PR,Faltou,Faltou,Faltou,Faltou,,,,,,E
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,3105608,31,MG,Presente,Presente,Presente,Presente,390.7,503.4,483.5,388.1,580.0,E
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2106805,21,MA,Presente,Presente,Presente,Presente,495.0,409.6,357.1,402.1,500.0,A
25 anos,F,Parda,Brasileiro(a),2015,Não Respondeu,3304904,33,RJ,Presente,Presente,Presente,Presente,523.1,446.6,458.6,423.1,560.0,B
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,2918357,29,BA,Presente,Presente,Presente,Presente,420.4,431.3,509.4,396.3,680.0,D
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2700300,27,AL,Presente,Presente,Presente,Presente,535.7,578.1,574.6,555.2,860.0,B
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4113700,41,PR,Presente,Presente,Presente,Presente,421.2,553.4,490.4,551.2,560.0,I
19 anos,M,Parda,Brasileiro(a),Não informado,Pública,1302603,13,AM,Faltou,Faltou,Faltou,Faltou,,,,,,A
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,4320107,43,RS,Presente,Presente,Presente,Presente,415.7,514.5,438.8,437.3,460.0,C
21 anos,F,Branca,Brasileiro(a),2018,Não Respondeu,2800308,28,SE,Presente,Presente,Presente,Presente,437.9,625.3,634.6,595.4,740.0,B
17 anos,M,Parda,Brasileiro(a),Não informado,Privada,3509007,35,SP,Presente,Presente,Presente,Presente,477.2,422.4,546.3,433.3,560.0,K
22 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,2910727,29,BA,Presente,Presente,Presente,Presente,625.7,603.8,599.4,587.8,720.0,D
Entre 26 e 30 anos,F,Preta,Brasileiro(a),2012,Não Respondeu,2930709,29,BA,Faltou,Presente,Presente,Faltou,,659.6,590.6,,620.0,B
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,572.5,570.9,523.1,674.6,900.0,D
17 anos,M,Preta,Brasileiro(a),Não informado,Pública,3118809,31,MG,Presente,Presente,Presente,Presente,560.1,572.4,527.6,447.0,520.0,E
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,3304557,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,F
17 anos,F,Não Declarado,Brasileiro(a),Não informado,Pública,5205406,52,GO,Presente,Presente,Presente,Presente,406.6,454.4,474.9,482.9,440.0,B
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2309409,23,CE,Presente,Presente,Presente,Presente,352.1,492.4,442.7,466.9,560.0,B
Entre 31 e 35 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,436.1,344.3,494.8,427.3,360.0,D
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,3202108,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 26 e 30 anos,M,Branca,Brasileiro(a),2010,Não Respondeu,2302503,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,M,Preta,Brasileiro(a),Não informado,Não Respondeu,3118601,31,MG,Presente,Presente,Presente,Presente,464.6,537.9,553.1,464.2,580.0,D
Entre 41 e 45 anos,F,Parda,Brasileiro(a),2016,Não Respondeu,1501402,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,D
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,2613602,26,PE,Faltou,Presente,Presente,Faltou,,484.0,435.0,,480.0,A
24 anos,F,Amarela,Brasileiro(a),2015,Não Respondeu,3551009,35,SP,Presente,Presente,Presente,Presente,594.3,660.6,711.4,707.5,920.0,A
20 anos,M,Parda,Brasileiro(a),Não informado,Pública,2512903,25,PB,Presente,Presente,Presente,Presente,497.0,416.1,520.9,404.0,0.0,B
17 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,2112704,21,MA,Faltou,Faltou,Faltou,Faltou,,,,,,A
19 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,2210003,22,PI,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,3304706,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,1300409,13,AM,Presente,Presente,Presente,Presente,562.1,646.8,595.8,565.5,860.0,B
21 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,2507507,25,PB,Presente,Presente,Presente,Presente,541.4,642.1,514.5,653.6,580.0,D
18 anos,F,Branca,Brasileiro(a),Não informado,Privada,3122306,31,MG,Presente,Presente,Presente,Presente,585.6,571.2,581.4,645.6,900.0,I
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2919504,29,BA,Presente,Presente,Presente,Presente,390.8,398.5,431.9,454.4,420.0,A
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,4303509,43,RS,Faltou,Presente,Presente,Faltou,,438.9,417.3,,480.0,B
Entre 31 e 35 anos,F,Branca,Brasileiro(a),2007,Não Respondeu,2905206,29,BA,Presente,Presente,Presente,Presente,473.5,460.3,370.8,458.8,580.0,D
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,4309308,43,RS,Presente,Presente,Presente,Presente,648.9,715.3,666.8,687.3,920.0,P
20 anos,M,Preta,Brasileiro(a),2019,Não Respondeu,4209102,42,SC,Presente,Presente,Presente,Presente,451.8,578.6,553.8,521.0,440.0,C
18 anos,F,Indígena,Brasileiro(a),Não informado,Pública,1303809,13,AM,Presente,Presente,Presente,Presente,443.4,523.4,528.9,470.0,440.0,A
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3143302,31,MG,Presente,Presente,Presente,Presente,503.2,481.1,506.7,463.3,560.0,C
24 anos,M,Branca,Brasileiro(a),2015,Não Respondeu,5107602,51,MT,Presente,Presente,Presente,Presente,416.1,430.4,503.0,426.8,540.0,D
20 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,5205109,52,GO,Presente,Presente,Presente,Presente,520.5,364.0,446.4,442.8,620.0,A
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3550308,35,SP,Presente,Presente,Presente,Presente,423.3,560.3,573.9,453.7,580.0,I
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,5210406,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,E
19 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,451.5,546.7,532.1,618.5,440.0,C
20 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,5211909,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,E
25 anos,F,Amarela,Brasileiro(a),2014,Não Respondeu,1302603,13,AM,Presente,Presente,Presente,Presente,417.0,424.8,418.6,497.4,500.0,D
18 anos,F,Preta,Brasileiro(a),Não informado,Pública,3304557,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,C
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,4315602,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,E
23 anos,M,Preta,Brasileiro(a),Não informado,Não Respondeu,2207702,22,PI,Presente,Presente,Presente,Presente,453.7,414.0,349.3,474.2,640.0,B
19 anos,M,Branca,Brasileiro(a),Não informado,Privada,3550308,35,SP,Presente,Presente,Presente,Presente,604.2,645.9,594.4,668.1,580.0,J
24 anos,F,Preta,Brasileiro(a),2015,Não Respondeu,2111300,21,MA,Presente,Presente,Presente,Presente,546.4,446.0,364.9,457.6,580.0,B
20 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,2306553,23,CE,Presente,Presente,Presente,Presente,576.2,602.5,605.0,629.8,620.0,F
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,5002605,50,MS,Presente,Presente,Presente,Presente,371.4,454.9,311.1,427.7,0.0,A
Entre 26 e 30 anos,M,Preta,Brasileiro(a),2011,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,A
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,5002704,50,MS,Presente,Presente,Presente,Presente,528.6,536.1,476.7,527.4,660.0,F
17 anos,M,Branca,Brasileiro(a),Não informado,Privada,3508504,35,SP,Presente,Presente,Presente,Presente,667.6,585.7,625.9,765.0,700.0,I
21 anos,F,Preta,Brasileiro(a),2017,Não Respondeu,2611606,26,PE,Presente,Presente,Presente,Presente,354.8,399.5,377.9,451.7,780.0,C
21 anos,F,Parda,Brasileiro(a),2017,Não Respondeu,1507607,15,PA,Presente,Presente,Presente,Presente,406.2,494.6,489.7,461.8,620.0,C
Entre 31 e 35 anos,M,Parda,Brasileiro(a),2008,Não Respondeu,2906006,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 26 e 30 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3551009,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,B
21 anos,M,Preta,Brasileiro(a),Não informado,Pública,3304557,33,RJ,Presente,Presente,Presente,Presente,545.6,612.5,538.5,426.5,500.0,D
19 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,4316907,43,RS,Presente,Presente,Presente,Presente,504.2,624.6,603.4,405.4,560.0,D
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,3505500,35,SP,Presente,Presente,Presente,Presente,443.6,454.5,427.5,457.6,440.0,C
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,2929909,29,BA,Presente,Presente,Presente,Presente,401.5,362.4,416.7,443.4,420.0,C
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,4314407,43,RS,Presente,Presente,Presente,Presente,615.3,585.1,605.7,632.9,920.0,M
Entre 26 e 30 anos,F,Branca,Brasileiro(a)Naturalizado(a),Não informado,Pública,3518701,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,C
19 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,5201405,52,GO,Presente,Presente,Presente,Presente,480.8,609.7,596.5,676.8,720.0,B
20 anos,F,Parda,Brasileiro(a),Não informado,Pública,2927408,29,BA,Presente,Presente,Presente,Presente,463.2,557.9,501.5,400.5,620.0,H
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,1302603,13,AM,Presente,Presente,Presente,Presente,415.0,434.1,475.2,385.2,480.0,G
20 anos,F,Branca,Brasileiro(a),2018,Não Respondeu,3552106,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,B
24 anos,F,Parda,Brasileiro(a),2015,Não Respondeu,3106200,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,E
Entre 41 e 45 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,490.7,583.0,568.3,588.5,480.0,D
23 anos,M,Preta,Brasileiro(a),2014,Não Respondeu,2802106,28,SE,Presente,Presente,Presente,Presente,607.6,738.5,588.0,791.3,820.0,K
24 anos,F,Branca,Brasileiro(a),2015,Não Respondeu,3106200,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,4105409,41,PR,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,F,Preta,Brasileiro(a),Não informado,Pública,5218805,52,GO,Faltou,Presente,Presente,Faltou,,400.0,436.7,,520.0,C
18 anos,F,Parda,Brasileiro(a),Não informado,Privada,2700300,27,AL,Presente,Presente,Presente,Presente,454.7,509.8,328.3,422.8,440.0,D
Entre 31 e 35 anos,M,Preta,Brasileiro(a),2010,Não Respondeu,3138203,31,MG,Presente,Presente,Presente,Presente,404.7,459.1,386.8,421.3,500.0,C
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,3106200,31,MG,Presente,Presente,Presente,Presente,655.5,580.1,527.3,778.3,880.0,G
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2202901,22,PI,Presente,Presente,Presente,Presente,402.9,432.6,413.2,511.3,480.0,D
19 anos,F,Parda,Brasileiro(a),Não informado,Pública,3106200,31,MG,Presente,Presente,Presente,Presente,576.4,573.1,518.4,507.5,820.0,C
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2009,Não Respondeu,2507507,25,PB,Presente,Presente,Presente,Presente,517.9,569.2,565.1,567.5,540.0,D
18 anos,M,Preta,Brasileiro(a),2020,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,399.7,588.2,616.9,549.3,0.0,C
Entre 41 e 45 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,1302603,13,AM,Faltou,Faltou,Faltou,Faltou,,,,,,C
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,546.8,550.3,577.6,656.8,860.0,Q
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3304557,33,RJ,Faltou,Presente,Presente,Faltou,,0.0,0.0,,0.0,L
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,584.9,583.4,593.2,614.0,720.0,B
Entre 31 e 35 anos,F,Parda,Brasileiro(a),2009,Não Respondeu,2305407,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,D
17 anos,M,Indígena,Brasileiro(a),Não informado,Pública,3526209,35,SP,Presente,Presente,Presente,Presente,523.0,497.2,511.2,619.8,660.0,B
Entre 41 e 45 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,3146107,31,MG,Presente,Presente,Presente,Presente,456.7,590.2,484.2,397.3,700.0,F
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,1504208,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,B
20 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,3138203,31,MG,Presente,Presente,Presente,Presente,583.3,665.1,598.3,658.9,0.0,E
25 anos,F,Branca,Brasileiro(a),2013,Não Respondeu,3304557,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,I
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3108602,31,MG,Presente,Presente,Presente,Presente,430.8,469.8,479.5,388.8,780.0,C
18 anos,F,Parda,Brasileiro(a),Não informado,Privada,3530607,35,SP,Presente,Presente,Presente,Presente,637.9,652.2,646.1,700.9,880.0,O
23 anos,M,Preta,Brasileiro(a),2015,Não Respondeu,2613008,26,PE,Presente,Presente,Presente,Presente,429.6,528.5,529.2,448.0,540.0,B
19 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,3139508,31,MG,Presente,Presente,Presente,Presente,629.7,651.4,689.3,793.9,800.0,M
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,3507605,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 31 e 35 anos,M,Branca,Brasileiro(a),2008,Não Respondeu,2304202,23,CE,Faltou,Eliminado,Eliminado,Faltou,,,,,,H
20 anos,M,Parda,Brasileiro(a),2019,Não Respondeu,3122306,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,E
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,4310801,43,RS,Presente,Presente,Presente,Presente,594.0,630.5,576.9,688.3,700.0,B
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,2408003,24,RN,Presente,Presente,Presente,Presente,375.0,360.9,454.6,487.3,720.0,A
Entre 31 e 35 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2304400,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,F,Branca,Não Informado,Não informado,Pública,2100907,21,MA,Presente,Presente,Presente,Presente,359.3,449.6,345.0,359.0,380.0,A
18 anos,M,Preta,Brasileiro(a),Não informado,Pública,2924009,29,BA,Presente,Presente,Presente,Presente,459.8,559.6,512.2,480.5,620.0,H
22 anos,M,Parda,Brasileiro(a),2016,Não Respondeu,2110609,21,MA,Faltou,Presente,Presente,Faltou,,390.8,359.8,,620.0,A
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,3517406,35,SP,Presente,Presente,Presente,Presente,527.2,523.2,488.5,659.2,900.0,J
21 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,5201405,52,GO,Presente,Presente,Presente,Presente,462.3,614.6,570.1,563.1,800.0,B
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,2926608,29,BA,Presente,Presente,Presente,Presente,420.1,614.2,580.5,633.8,940.0,B
24 anos,M,Parda,Brasileiro(a),2015,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,C
Entre 26 e 30 anos,M,Branca,Brasileiro(a),2010,Não Respondeu,3548906,35,SP,Presente,Presente,Presente,Presente,761.0,698.7,648.4,904.5,940.0,D
19 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,2516201,25,PB,Presente,Presente,Presente,Presente,441.1,420.5,492.0,465.6,500.0,B
17 anos,M,Preta,Brasileiro(a),Não informado,Pública,3202405,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,,C
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3101607,31,MG,Presente,Presente,Presente,Presente,577.8,592.5,560.0,579.1,720.0,M
Entre 26 e 30 anos,F,Branca,Brasileiro(a),2011,Não Respondeu,3303302,33,RJ,Presente,Presente,Presente,Presente,542.6,551.2,550.4,568.4,540.0,B
Entre 26 e 30 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3101607,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,C
Entre 31 e 35 anos,F,Parda,Brasileiro(a),2007,Não Respondeu,1100205,11,RO,Presente,Presente,Presente,Presente,450.3,387.4,494.3,395.1,560.0,C
Menor de 17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,4202404,42,SC,Presente,Presente,Presente,Presente,581.5,602.3,537.2,627.5,660.0,F
20 anos,M,Parda,Brasileiro(a),2019,Não Respondeu,4106902,41,PR,Faltou,Presente,Presente,Faltou,,607.8,584.7,,320.0,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,570.2,579.7,569.9,663.8,720.0,Q
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2011,Não Respondeu,2928703,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,D
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,3547809,35,SP,Presente,Presente,Presente,Presente,425.9,469.9,449.9,448.4,720.0,A
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3167202,31,MG,Presente,Presente,Presente,Presente,491.8,470.2,568.8,562.6,800.0,N
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3537602,35,SP,Presente,Presente,Presente,Presente,522.9,549.8,489.3,605.8,460.0,D
19 anos,F,Branca,Brasileiro(a),Não informado,Privada,2910727,29,BA,Presente,Presente,Presente,Presente,416.8,415.5,410.0,402.3,360.0,K
18 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,560.2,571.0,533.4,700.2,640.0,L
19 anos,M,Branca,Brasileiro(a),Não informado,Pública,2918001,29,BA,Presente,Presente,Presente,Presente,503.3,444.0,462.2,511.1,500.0,F
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,5201405,52,GO,Presente,Presente,Presente,Presente,470.5,417.8,540.9,512.8,640.0,E
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,4206504,42,SC,Presente,Presente,Presente,Presente,526.4,665.2,623.8,531.7,660.0,I
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,1200401,12,AC,Presente,Presente,Presente,Presente,543.9,548.0,563.2,454.3,640.0,P
21 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,2903201,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,C
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,5300108,53,DF,Faltou,Presente,Presente,Faltou,,672.7,664.1,,840.0,G
20 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,4314902,43,RS,Faltou,Presente,Presente,Faltou,,522.1,582.8,,620.0,E
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,438.2,549.9,525.8,405.5,600.0,E
18 anos,M,Parda,Brasileiro(a),Não informado,Privada,2807600,28,SE,Presente,Presente,Presente,Presente,387.7,528.7,462.7,490.4,620.0,D
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2301604,23,CE,Presente,Presente,Presente,Presente,405.9,485.1,429.3,475.7,820.0,B
Entre 36 e 40 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,3541000,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3151503,31,MG,Presente,Presente,Presente,Presente,410.4,461.6,478.2,494.0,480.0,G
19 anos,M,Não Declarado,Brasileiro(a),2019,Não Respondeu,3550308,35,SP,Faltou,Presente,Presente,Faltou,,498.9,545.0,,420.0,B
Entre 26 e 30 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2604106,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,A
22 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,4124053,41,PR,Faltou,Faltou,Faltou,Faltou,,,,,,G
21 anos,F,Branca,Brasileiro(a),2017,Não Respondeu,4316907,43,RS,Presente,Presente,Presente,Presente,555.0,564.4,592.9,548.4,940.0,C
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2010,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,468.8,587.0,538.8,412.8,660.0,B
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,3302700,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,F
Entre 26 e 30 anos,M,Preta,Brasileiro(a),2015,Não Respondeu,3170206,31,MG,Presente,Presente,Presente,Presente,416.8,477.2,440.3,498.8,440.0,C
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3164704,31,MG,Presente,Presente,Presente,Presente,437.0,441.7,489.1,414.1,700.0,C
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3539301,35,SP,Presente,Presente,Presente,Presente,536.6,543.0,530.1,511.5,520.0,N
Entre 51 e 55 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,486.2,418.5,405.1,418.7,480.0,D
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,3304904,33,RJ,Presente,Presente,Presente,Presente,444.5,562.7,433.7,532.7,600.0,B
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,B
20 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,1100288,11,RO,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3523107,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,C
25 anos,M,Branca,Brasileiro(a),2013,Não Respondeu,3136702,31,MG,Presente,Presente,Presente,Presente,530.1,630.2,541.7,532.8,360.0,F
Entre 46 e 50 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,2611606,26,PE,Presente,Presente,Presente,Presente,448.5,594.4,509.8,432.6,600.0,I
Entre 26 e 30 anos,F,Preta,Brasileiro(a),Não informado,Não Respondeu,2930501,29,BA,Presente,Presente,Presente,Presente,475.1,550.3,428.4,422.9,580.0,B
21 anos,F,Branca,Brasileiro(a),2016,Não Respondeu,2511400,25,PB,Presente,Presente,Presente,Presente,526.2,630.9,519.6,539.0,660.0,G
18 anos,M,Branca,Brasileiro(a),Não informado,Privada,2927408,29,BA,Presente,Presente,Presente,Presente,555.9,606.0,568.5,622.3,840.0,M
19 anos,M,Parda,Brasileiro(a),Não informado,Pública,2304202,23,CE,Presente,Presente,Presente,Presente,436.7,480.0,512.8,487.0,700.0,B
Menor de 17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,499.1,639.7,558.8,673.5,640.0,P
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,516.3,500.0,525.1,724.5,660.0,P
17 anos,F,Parda,Brasileiro(a),Não informado,Privada,2312908,23,CE,Presente,Presente,Presente,Presente,522.0,593.2,617.0,407.3,940.0,F
24 anos,M,Branca,Brasileiro(a),2014,Não Respondeu,2606002,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,D
22 anos,M,Parda,Brasileiro(a),2017,Não Respondeu,3201308,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,,E
19 anos,F,Branca,Brasileiro(a),Não informado,Pública,2405603,24,RN,Presente,Presente,Presente,Presente,463.2,528.9,512.0,578.4,740.0,B
21 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,2800308,28,SE,Presente,Presente,Presente,Presente,439.1,410.3,402.7,493.4,880.0,A
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3522307,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,D
25 anos,F,Branca,Brasileiro(a),2014,Não Respondeu,3543402,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,F
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3143302,31,MG,Presente,Presente,Presente,Presente,518.1,522.0,520.2,509.6,460.0,L
Entre 41 e 45 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2605202,26,PE,Presente,Presente,Presente,Presente,493.5,0.0,0.0,567.3,0.0,B
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,441.6,408.8,465.7,445.8,640.0,D
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,3550308,35,SP,Presente,Presente,Presente,Presente,603.0,570.9,564.3,596.5,820.0,G
